:START_ID,:END_ID,:TYPE
All packaging materials shall be either comprised of 100% recycled material or readily recyclable,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
The following requirements are applicable to all glazing products:,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
"The technology adopted enable the glazing product to reduce resources used in energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.",a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Detailed plan(s) of energy consumption and reduction programme,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Documentation on the packaging materials used,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Documentation describing the extra environmental features adopted as well as the product functions generated by the technology,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Laboratory test report(s) for all relevant quality and performance tests,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
"Product shall fulfil the quality, safety, air leakage and other functional requirements",a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
"The technology adopted enable the glazing product to reduce resources used in maintenance, e.g. self-cleaning glass, etc. Or Energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.",a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Technology,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Glazing Product,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Product packaging shall not contain halogenated plastics. All packaging materials shall be either comprised of 100% recycled material or readily recyclable.,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Product Packaging,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Materials,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
"The product shall fulfil the quality, safety, air leakage and other functional requirements. Manufacturer shall provide a 10-year guarantee to the product.",a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
"Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product Organotin compounds Phthalates or polybrominated diphenylethers.",a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Substances,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Documentation on the packaging materials used is required.,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Documentation,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Packaging Materials,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Documentation describing the extra environmental features adopted as well as the product functions generated by the technology is required.,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Product Functions,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Laboratory test report(s) for all relevant quality and performance tests is required.,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Test Report,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Quality,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Performance,a74484a10a136df1a7624acf07513a21cb86dad5cb13594013dfaab11e955616,Source
Directive 2001/59/EC,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
tinted glazing product,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
toxic heavy metals,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
chlorinated / brominated paraffins,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
Filler gases,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
insulating units,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
Laboratory test report,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
certification,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
MSDS,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
Self-declaration letter,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
Production documentation,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
GWP,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
in 100 years,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
HKGBC Green Product Accreditation and Standards,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
The following requirements are applicable to tinted glazing product only:,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).",736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
The following requirements are applicable to double/triple glazing product only:,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
Product shall not contain chlorinated / brominated paraffins,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
Filler gases used in the insulating units: $≤ 5$ in $GWP_{100}$,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
"Laboratory test report(s), MSDS, self-declaration letter and production documentation",736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
The CIC Green Product Certification *(formerly known as HKGBC Green Product Accreditation and Standards [HK G-PASS])* (herein,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
European Union Directive 2001/59/EC,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
product,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
lead (Pb),736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
cadmium (Cd),736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
mercury (Hg),736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
chromium (Cr),736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
arsenic (As),736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
selenium (Se),736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
antimony (Sb),736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
cobalt (Co),736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
double/triple glazing product,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
filler gases,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
$GWP_{100}$,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
"Laboratory test report(s), MSDS, self-declaration letter and production documentation | +10 | 4.3.1 (page 8) |",736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
laboratory test report(s),736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
self-declaration letter,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
production documentation,736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
"## <span id=""page-5-0""></span>**1. INTRODUCTION** <span id=""page-5-1""></span> ## **1.1 PURPOSE**",736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
HKGBC Green Product Accreditation and Standards [HK G-PASS],736c7ba772806f3760b1b5df7a2a945605347e245f223ff7a881a56bc8862b08,Source
Scheme,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Hong Kong Green Building Council,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Assessment Standard,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
assessment criteria,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
verification methods,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Standard,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
laws and regulations,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
compliance with laws and regulations,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Glazing products,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
building,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
substances,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Assessment criteria,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
energy-efficient building envelop,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
environmental impact,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
glass,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Applicant,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
label,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The Scheme is owned by the Construction Industry Council (CIC) and implemented by the Hong Kong Green Building Council (HKGBC).,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
"It aims to help consumers, building professionals and policy makers identify environmentally preferable building materials and products.",20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The Standard sets out the assessment criteria and their benchmarks for glazing products.,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
It governs the application and award of a label under the Scheme.,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The Standard defines the verification methods to determine which labelling grade should be awarded to the product.,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The Standard neither modifies nor supersedes laws and regulations.,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
"Compliance with this Standard is not a substitute for, and does not assure, compliance with any applicable laws or regulations.",20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Compliance with all applicable laws and regulations is a prerequisite for the manufacturing and marketing of the product.,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The glazing area of a building could account for 10 to 25% of a building's exposed surface.,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The greatest environmental impact of glazing products is resulted from the energy losses during the building operation stage.,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
"The purposes of the assessment criteria developed for glazing are, therefore, to promote the use of energy-efficient building envelop, and to minimise the environmental impact.",20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Many of the glazing products contain substances that may be harmful to the environment and human health.,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
"The scope of this Standard is applicable to glass in fixed and opening windows, window doors, and other elements of building envelop.",20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Glass blocks and bricks or glass used for internal partitions are excluded from this Standard.,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The Scheme is owned by the Construction Industry Council (CIC) and implemented by the Hong Kong Green Building Council (HKGBC),20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Construction Industry Council (CIC),20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Hong Kong Green Building Council (HKGBC),20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The Standard sets out the assessment criteria and their benchmarks for glazing products,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The Scheme,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The Standard,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The Standard defines the verification methods to determine which labelling grade should be awarded to the product,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
"Compliance with this Standard is not a substitute for, and does not assure, compliance with any applicable laws or regulations",20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Applicable laws or regulations,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Compliance with all applicable laws and regulations is a prerequisite for the manufacturing and marketing of the product,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The product,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
"Glazing products are commonly used for fixed and opening windows, window doors, curtain walls and other elements of the building envelop",20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The glazing area of a building could account for 10 to 25% of a building's exposed surface,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
A building,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The glazing area of a building serves as an interface to transmit light and provide outdoor view,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
"Common types of glazing being used in architectural applications include clear and tinted float glass, tempered glass, and laminated glass as well as a variety of coated glasses, etc",20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Clear and tinted float glass,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Tempered glass,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Laminated glass,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Coated glasses,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Many of the glazing products contain substances that may be harmful to the environment and human health,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
The greatest environmental impact of glazing products is resulted from the energy losses during the building operation stage due to their long technical service life,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
"The purposes of the assessment criteria developed for glazing are to promote the use of energy-efficient building envelop, and to minimise the environmental impact through stringent assessment criteria on the production process and use of materials",20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Energy-efficient building envelop,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
"The scope of this Standard is applicable to glass in fixed and opening windows, window doors, and other elements of building envelop",20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
This Standard,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Glass,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Glass blocks and bricks or glass used for internal partitions are excluded from this Standard,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Glass blocks and bricks,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Glass used for internal partitions,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Each application should specify its types and product series,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Each application,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Subsequent applications can be made for similar products with different thickness and/or coatings under a labelled product series,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Subsequent applications,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Similar products,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Labelled product series,20b62f3c2f89741af6c94e00e9fd4dee42056340fb9d91a81729b6b76367905f,Source
Label,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Core Criteria,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
minimum requirements,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
points,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Green,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Bronze,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Silver,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Gold,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Platinum,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Chief Executive Officer,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
submissions,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
documentation,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
up-to-date,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
A product to be assessed should meet all the minimum requirements of the Core Criteria,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
be awarded a Green Label under the Scheme,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
Bonus points may be awarded if the product meets the Non-core Criteria,29a6c443de62cb76bbc3df2757f3cf53c0198e814b15a6116f48a7eccd41e937,Source
