"concept_id:ID","name",":LABEL"
"bdace5b3cb151726c8055a42aba55efa99f75b61b912ab72e3db2de8047c2ee8","天象","Concept"
"e1d0b1b3183716c239f4fa8f9d2b79623834f407dfeb0be771df3a079f967cc5","人物","Concept"
"c5b8a0c49c16f3ff9d6a44ba31af5fde5008752ab012939fb36aba8871c06671","战争","Concept"
"7539739ff69b941e53006e36b807731a52fca5fc62ae22e4c3621c1f9baa6bcd","入侵","Concept"
"2f3537c71563a80b3962740f9104de15b02cf8eee4cccf78e336290b3a10a6f3","事件","Concept"
"2c288a19134f9fb23575abf3d05de741c49cc3e72014afa15c2e21c27debfa69","修炼","Concept"
"96951b1e466821fd274350aa98d4db16e06802cc4036d293f173308dcd2231d7","建议","Concept"
"104c70b4939916576ebc78410e34fdad14b6199a240462e99eb79924916240d0","君主","Concept"
"cd3eee1841a066e49d2b01dcec7b9aee0ab78c3fa99dcae1ff49b4456e615c1d","对抗","Concept"
"67c1477e941707423f97f630ca593d11baba9e364eb472e628a095a1bd9c9d73","皇帝","Concept"
"d1e76061fd2991c773a65481ec2fa5cb6082ea9df3960b6959224fe0f1bd7aad","兄弟","Concept"
"b5551e3264418dd4c4e7c10c97d2cb764f432589c4c9d2dc8833589e2267dcb5","蛇","Concept"
"652072fdf8c7cf45f45ea6436453a930d02611cf483aa85154f474f2e656d7eb","领袖","Concept"
"af6fc14af7a40fcfc1458599d38869867fe7364e2df947a21aadcc4fe0c59486","囚犯","Concept"
"90b0d21a7e14a1cfe4d3c646f54e174cebc1f5825879adfe4e7cb0b8a1824c36","辅佐者","Concept"
"e4a4afef5d11a7b85d9ff30d04ae310aaf5e4acee63a36c1d0903223536ef444","卷轴","Concept"
"d6f0aae305cf2622885437c22713de7cc55162d6528b8d28d0be8d00d61ba1a5","位置","Concept"
"aab954402f83c43fde85a0bcfb69e58a500ed2128b525e6f23ca05cd3f3465fb","官员","Concept"
"5bbe54cb9ee32bba747b9b0422acebad9477cdcfa1f4df08a853d8150ce162b1","疾病","Concept"
"77bcb2c186db733ef96988bfda94654dae9cbfd70d38a918d94d1eae3337dd50","历史","Concept"
"ac548d4d67f8f0df04256162281b8fc4818a34b1eb61c2bb66f42a540298f1b1","道法","Concept"
"4e62dea035530ef0c311be6da0de2b2e5ffc87d407de8b0939b1a9c3902de8f9","城市","Concept"
"dc3974c54a17f0a3590c4f8bafe0739fcce52bf55067376a42e8e338d01e0686","神秘","Concept"
