"concept_id:ID","name",":LABEL"
"a1d8577c62823e4eeff1e32c8e1728eec5cfbe81526fd78e053eb9f2cb4f74e9","component","Concept"
"8701f75c5a90273f1c18b0b1bde836b9382a27fd4bc7acd652a3c85630cdfaf2","life cycle stage","Concept"
"3718a687987b57a457de0212484374dbf223f9910e9d4f0f2e3c6a2d5af7e9da","coating","Concept"
"12f5eebf3e3c5a7f8988f3042f4130d4939fbb704f8c48fdcd9501474cd2392b","requirements","Concept"
"ad1477906bdc85a4f868a651e74fd421ab9c3775ca509af12718d71ee85dd856","green building","Concept"
"d225870af1802ac1e7eb47b778e30b7746363292e7ca19bad9ff449d809779a3","producer","Concept"
"5d00ffb1820dd7bb60cc698e9231b8024541d972f9d83c234c7c6935d9673766","badge","Concept"
"b8aa2f3b1bc82069630b3296447bf8f4aee5e80d5931fe016e42b4d2fce847fa","certificate","Concept"
"d5b75ec3ed3c2cf97e59e9d77dc11562fbd1320ad72119c6770ec33ec433888b","furniture","Concept"
"06460f383ef0d9a89e21442ad65a40ff9795cc2ef316ebe4958b4516e5ff684c","transfer","Concept"
"c949e9b6897bd195b65cac4c52e1062caedcfd8f810785b64358e94b38b6c6ac","commodity","Concept"
"ff7de46b5e952969310dd0f64a32913633a2c2efc1e9b2ddeb6842ea201be066","efforts","Concept"
"f85b5d9a35c23892a7ca45cdff353baf28a7d97cae3a57dc8473786a76f83a5a","system","Concept"
"b2ae948d1014bc2907c0244d3b10d811b8e9f77c7380b26b8fc00b14027ca028","details","Concept"
"7ad5f659d0d4cc6b05f222b2b29304f20747d3d71a7d9d8d297471b39b433a7b","building operation","Concept"
"54803cf097df61916f02c01daf9a41932c61ca6b86866986865ae6443d3f97b6","label","Concept"
"f3b0047437664931de66adf32e2879d4c99bf328ae000a235c2a3f99e1e28513","awarding","Concept"
"0c5b5d288f7fdda8195da1b3113435df06c649d343f48262a50a2070faeb1908","timeframe","Concept"
"1853aec25a40e7cc148517cb3b86fefeec9303a4d4989b9b30989687fc5ec498","water","Concept"
"63f7cf4375a2730bee1744f0ee36dad764067519b3d232a1d14051b5be62d20a","regulations","Concept"
"608975d47095e53f3b2596a28f2bce9714706a69c54a49b3faf3bbd4edd78684","paperwork","Concept"
"b74cdef772ecf30f6f1b1a8989b3c4546ef90067be6c79f6dc7dbe73dde1ac7e","listing","Concept"
