":START_ID",":END_ID","relation",":TYPE"
"The product information should include U-value, solar heat gain coefficient, and visible light transmittance.","2ea4d8762c52ac42133989708a3c545028565f01b63cdcdf2d799040d2e34fd2","has_concept","Concept"
"The product information should include U-value, solar heat gain coefficient, and visible light transmittance.","ca869d13a8f2c62f7928ce5849c603a249692182221d055f9a8427cc3b1bf8c1","has_concept","Concept"
"The product information should include U-value, solar heat gain coefficient, and visible light transmittance.","81bdbb8d1aae00a227b360b1d65687aa67000884a8aad4a32c6dbace3e48ec5e","has_concept","Concept"
"The product information should include recommended maintenance for the product.","5a42584f38997e32a92031a7e4a24cc2d655e65600a1be1a88b3d1ee93367caf","has_concept","Concept"
"The product information should include recommended maintenance for the product.","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"The product information should include recommended maintenance for the product.","5cb2e49536d3aedab904e306f53dc0794d75d80b3b6b67a85dbd5d3714f59077","has_concept","Concept"
"The product information should include recommended maintenance for the product.","47fc63a4daac3bc7616cc35bc727d5d6125359367468616bf472903a8ff9a1c5","has_concept","Concept"
"The product information should include recommended maintenance for the product.","3398061cbbab8191325eec54682e68a6d2af0695d18444510b328966edfe2e68","has_concept","Concept"
"The product information should include details related to the end of service life of the product.","3a5078e3d91f7a9098463e947871f3d7ac4c7af624ec76038550bb8c7a3d81c1","has_concept","Concept"
"The product information should include details related to the end of service life of the product.","5613c1eec712cd15484a3875367bb57d0c975e184f467c8650afca1c3fddc0e4","has_concept","Concept"
"The product information should include details related to the end of service life of the product.","f29e5b1a7031358f81c01261bacbe89f17484bd1f533c5e93aa76157c965efcb","has_concept","Concept"
"The product information should include details related to the end of service life of the product.","9c29311227034143f997c36f6316e1d9fbf3d851c42729b773bd588d803b031d","has_concept","Concept"
"The product information should include details related to the end of service life of the product.","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"Documentation related to the label and relevant information should be provided.","fbf12f3908e4cc20411ff1cffbf9e29f2a42a247867d78f333c7f7695674e946","has_concept","Concept"
"Documentation related to the label and relevant information should be provided.","53ca393f499354ff557c7bad2196f602143aecf9cdf1c20d14f41c4f4f9c3203","has_concept","Concept"
"Documentation related to the label and relevant information should be provided.","ca869d13a8f2c62f7928ce5849c603a249692182221d055f9a8427cc3b1bf8c1","has_concept","Concept"
"Documentation related to the label and relevant information should be provided.","0363c4dd82f8842cd2dbb254ea1c68c537eeca63ee00cdd7bd41d1a12add5ee2","has_concept","Concept"
"Verification of the product information is required.","e208840e4f6f25e9e4e0d772bf6e8bec6105672f374eba9628356d4ada04acb8","has_concept","Concept"
"Verification of the product information is required.","15b3165703cd04718701531bfd91d398360f2f3d6692dc802852bf5f17d15cb1","has_concept","Concept"
"Verification of the product information is required.","3f9fa84decab22650bf240db5c98969e7e5a2150decff0002424d4aa1d63b509","has_concept","Concept"
"Verification of the product information is required.","9f61dc262b705876b4bc2c63b32040032dac36130dfe9bcec0c6caee289b57fb","has_concept","Concept"
"Verification of the product information is required.","76a345f8470c2f015fa1a30a5976a1871c0e5732c652a3183589eec6b905e063","has_concept","Concept"
"Points are awarded for the product information.","f3b0047437664931de66adf32e2879d4c99bf328ae000a235c2a3f99e1e28513","has_concept","Concept"
"Points are awarded for the product information.","d20444e556e51ef3fa9463f8ccb10ee36494ed7983182e162911ac91b8c1135f","has_concept","Concept"
"Points are awarded for the product information.","546ac6ee3dc1f330681ba478cead1612b2b179882258252836954c5cdc6d72dd","has_concept","Concept"
"Points are awarded for the product information.","f2fc9b44617c427cbdebc5bcd917a3b5c4b92e5fa29c489220ca6d0739e29249","has_concept","Concept"
"The thermal insulation performance of the product should meet certain requirements.","37e81723c53ab4b154d9d2be0da8322a0537ed415b39fea4d361b39e2bc371f7","has_concept","Concept"
"The thermal insulation performance of the product should meet certain requirements.","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"The thermal insulation performance of the product should meet certain requirements.","3f9fa84decab22650bf240db5c98969e7e5a2150decff0002424d4aa1d63b509","has_concept","Concept"
"The thermal insulation performance of the product should meet certain requirements.","ca869d13a8f2c62f7928ce5849c603a249692182221d055f9a8427cc3b1bf8c1","has_concept","Concept"
"The thermal insulation performance of the product should meet certain requirements.","955b89e05869fa840661b9873783cb3a9c52eecee5aae83876785d81d2ca6ea0","has_concept","Concept"
"Laboratory test report(s) on the U-value of the entire glazing product are required.","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"Laboratory test report(s) on the U-value of the entire glazing product are required.","955b89e05869fa840661b9873783cb3a9c52eecee5aae83876785d81d2ca6ea0","has_concept","Concept"
"Laboratory test report(s) on the U-value of the entire glazing product are required.","3f9fa84decab22650bf240db5c98969e7e5a2150decff0002424d4aa1d63b509","has_concept","Concept"
"Laboratory test report(s) on the U-value of the entire glazing product are required.","f2fc9b44617c427cbdebc5bcd917a3b5c4b92e5fa29c489220ca6d0739e29249","has_concept","Concept"
"Laboratory test report(s) on the U-value of the entire glazing product are required.","ca869d13a8f2c62f7928ce5849c603a249692182221d055f9a8427cc3b1bf8c1","has_concept","Concept"
"Points are awarded for the thermal insulation performance.","f3b0047437664931de66adf32e2879d4c99bf328ae000a235c2a3f99e1e28513","has_concept","Concept"
"Points are awarded for the thermal insulation performance.","37e81723c53ab4b154d9d2be0da8322a0537ed415b39fea4d361b39e2bc371f7","has_concept","Concept"
"Points are awarded for the thermal insulation performance.","dddab9848e253e738083efb92032a2dd521d7dd181d467e6238defccdc28a45c","has_concept","Concept"
"Points are awarded for the thermal insulation performance.","0e412550299eef427a103d5ddd0252ee39ab5b699ce546c30a011a72acae2fd7","has_concept","Concept"
"Points are awarded for the thermal insulation performance.","546ac6ee3dc1f330681ba478cead1612b2b179882258252836954c5cdc6d72dd","has_concept","Concept"
"The shading coefficient of the product should meet certain requirements.","89d1aa6abb7bd66816461d581ebc879e8e410978daf11f6a3ea161fe6aeae404","has_concept","Concept"
"The shading coefficient of the product should meet certain requirements.","2ea4d8762c52ac42133989708a3c545028565f01b63cdcdf2d799040d2e34fd2","has_concept","Concept"
"The shading coefficient of the product should meet certain requirements.","fe2884630021532b24e383049d6a72d2adddfa837f1a9518212a9b74773506a1","has_concept","Concept"
"The shading coefficient of the product should meet certain requirements.","ca869d13a8f2c62f7928ce5849c603a249692182221d055f9a8427cc3b1bf8c1","has_concept","Concept"
"The shading coefficient of the product should meet certain requirements.","0363c4dd82f8842cd2dbb254ea1c68c537eeca63ee00cdd7bd41d1a12add5ee2","has_concept","Concept"
"Laboratory test report(s) on shading coefficient or solar heat gain coefficient are required.","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"Laboratory test report(s) on shading coefficient or solar heat gain coefficient are required.","2d330678745269d5416e96bb62dc3554e0398b63fbb91c140eb34c950409918e","has_concept","Concept"
"Laboratory test report(s) on shading coefficient or solar heat gain coefficient are required.","955b89e05869fa840661b9873783cb3a9c52eecee5aae83876785d81d2ca6ea0","has_concept","Concept"
"Laboratory test report(s) on shading coefficient or solar heat gain coefficient are required.","0363c4dd82f8842cd2dbb254ea1c68c537eeca63ee00cdd7bd41d1a12add5ee2","has_concept","Concept"
"Laboratory test report(s) on shading coefficient or solar heat gain coefficient are required.","ca869d13a8f2c62f7928ce5849c603a249692182221d055f9a8427cc3b1bf8c1","has_concept","Concept"
"Points are awarded for the shading coefficient.","d20444e556e51ef3fa9463f8ccb10ee36494ed7983182e162911ac91b8c1135f","has_concept","Concept"
"Points are awarded for the shading coefficient.","ea2bfc15e6cc1d3d02a5928ff79fe39db9a7382cb728149c34669e96f48eb0fa","has_concept","Concept"
"Points are awarded for the shading coefficient.","4aeb8c99d5187bbca14a759c74f1f6e8289529f8060cf8f93fb6f5b7d19e1c69","has_concept","Concept"
"Points are awarded for the shading coefficient.","546ac6ee3dc1f330681ba478cead1612b2b179882258252836954c5cdc6d72dd","has_concept","Concept"
"Points are awarded for the shading coefficient.","f2fc9b44617c427cbdebc5bcd917a3b5c4b92e5fa29c489220ca6d0739e29249","has_concept","Concept"
"The visible light transmittance of the product should meet certain requirements.","4cec49209ee43284ab371f25c80dcb371a2e70cad705ebd9ecf184ef81b2f122","has_concept","Concept"
"The visible light transmittance of the product should meet certain requirements.","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"The visible light transmittance of the product should meet certain requirements.","3f9fa84decab22650bf240db5c98969e7e5a2150decff0002424d4aa1d63b509","has_concept","Concept"
"The visible light transmittance of the product should meet certain requirements.","117445d535fba768094091aa34514304f539f5927c3e275e5bfbeaf0ea79111c","has_concept","Concept"
"The visible light transmittance of the product should meet certain requirements.","81bdbb8d1aae00a227b360b1d65687aa67000884a8aad4a32c6dbace3e48ec5e","has_concept","Concept"
"Laboratory test report(s) on daylight transmittance are required.","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"Laboratory test report(s) on daylight transmittance are required.","9fc7f099919f189a0711d047d66d3adf1102f63c9c79f6ff359401174c29c94e","has_concept","Concept"
"Laboratory test report(s) on daylight transmittance are required.","12cdf9606574406b4100501784f432ca255173ef1f10325f308ba4382d60d539","has_concept","Concept"
"Laboratory test report(s) on daylight transmittance are required.","626fb4178fba44effc5207cb54ae879e923de32046b8bbc7e39ab47f751a325f","has_concept","Concept"
"Laboratory test report(s) on daylight transmittance are required.","c8549c2a356f0319e54342a188f816c47e187f15d94d896e09ed0ef8689f60b7","has_concept","Concept"
"Points are awarded for the visible light transmittance.","9fc7f099919f189a0711d047d66d3adf1102f63c9c79f6ff359401174c29c94e","has_concept","Concept"
"Points are awarded for the visible light transmittance.","2d330678745269d5416e96bb62dc3554e0398b63fbb91c140eb34c950409918e","has_concept","Concept"
"Points are awarded for the visible light transmittance.","f2fc9b44617c427cbdebc5bcd917a3b5c4b92e5fa29c489220ca6d0739e29249","has_concept","Concept"
"Points are awarded for the visible light transmittance.","e12913a6dd6692d975fbef7a7146b28e6df35e98f0ecaf4b77196b3ebe39cf3f","has_concept","Concept"
"Points are awarded for the visible light transmittance.","4cec49209ee43284ab371f25c80dcb371a2e70cad705ebd9ecf184ef81b2f122","has_concept","Concept"
"The Construction Industry Council publishes the Assessment Standard for GLAZING (Version 1.0a).","fd939c403c08c35faf352aa55fd42d1c44968e0ebf5e7974fa6d0a3068b25069","has_concept","Concept"
"The Construction Industry Council publishes the Assessment Standard for GLAZING (Version 1.0a).","fe2884630021532b24e383049d6a72d2adddfa837f1a9518212a9b74773506a1","has_concept","Concept"
"The Construction Industry Council publishes the Assessment Standard for GLAZING (Version 1.0a).","af3c5c7c0263fa1ecd6c676082b4d4a2e773d96468a5d6517e85b97f00b9911f","has_concept","Concept"
"The Construction Industry Council publishes the Assessment Standard for GLAZING (Version 1.0a).","b96cb1c1003e41e5d515745df5e20bb40023f31af694d8c0138f22cc27868b40","has_concept","Concept"
"The Construction Industry Council publishes the Assessment Standard for GLAZING (Version 1.0a).","a8926dc4328254c840f3ee0f09159c0dc1ca3061ddea80d65ffb16c5ec460ba2","has_concept","Concept"
"The document is copyrighted by the Construction Industry Council in 2020.","ac415ffa02a0a5804b31744a5f9309f8692cee8005bc00355c883b761d1aa23d","has_concept","Concept"
"The document is copyrighted by the Construction Industry Council in 2020.","fd939c403c08c35faf352aa55fd42d1c44968e0ebf5e7974fa6d0a3068b25069","has_concept","Concept"
"The document is copyrighted by the Construction Industry Council in 2020.","35a549427b6c123b6b5bc370b0b4c32bc6842009768003eeac385d142a74f357","has_concept","Concept"
"The document is copyrighted by the Construction Industry Council in 2020.","09f006a32437fce1bbf7d53a50854e68a54137205467d174d414f4dd747aa59d","has_concept","Concept"
"The document is copyrighted by the Construction Industry Council in 2020.","fbf12f3908e4cc20411ff1cffbf9e29f2a42a247867d78f333c7f7695674e946","has_concept","Concept"
"The document states that the English version shall prevail in case of inconsistency or ambiguity between the English and Chinese versions.","5fa3d8cace91bed199ce4633cd6d49d323897008748f26e2faba0351e3983012","has_concept","Concept"
"The document states that the English version shall prevail in case of inconsistency or ambiguity between the English and Chinese versions.","8aa380745544a54d5d2bde773848006aa5875e9553479e797ecc3643c1daea48","has_concept","Concept"
"The document states that the English version shall prevail in case of inconsistency or ambiguity between the English and Chinese versions.","8043b7683935e7e7387408b4a7d54500c93308c0415f991ee3b67022fc42b7d4","has_concept","Concept"
"The document states that the English version shall prevail in case of inconsistency or ambiguity between the English and Chinese versions.","d2af1643975e13d2b2388ddb154189ff97b486e9a8bc7b296b73cd892ff6f4c0","has_concept","Concept"
"The document states that the English version shall prevail in case of inconsistency or ambiguity between the English and Chinese versions.","1000da80ad55a5371153d6143d5e5214982941bf1dc4d5fb506c2b2ddd3d7465","has_concept","Concept"
"The document outlines the Summary of Assessment Criteria for GLAZING.","7991275cfa40e92ee8431065879e21859223f7c6ec897949277e315d0bc5459a","has_concept","Concept"
"The document outlines the Summary of Assessment Criteria for GLAZING.","2d330678745269d5416e96bb62dc3554e0398b63fbb91c140eb34c950409918e","has_concept","Concept"
"The document outlines the Summary of Assessment Criteria for GLAZING.","e3f9b6e3355b8ad7eb97fc73464f6530c693a54f3de42e57926f87f19b92c0bf","has_concept","Concept"
"The document outlines the Summary of Assessment Criteria for GLAZING.","98a5b0e259bf9a534bf2dac489ccc2386d5165cb55804646947bdafcf184b623","has_concept","Concept"
"The document outlines the Summary of Assessment Criteria for GLAZING.","0363c4dd82f8842cd2dbb254ea1c68c537eeca63ee00cdd7bd41d1a12add5ee2","has_concept","Concept"
"The document specifies the Core Criteria for GLAZING.","89d1aa6abb7bd66816461d581ebc879e8e410978daf11f6a3ea161fe6aeae404","has_concept","Concept"
"The document specifies the Core Criteria for GLAZING.","81bdbb8d1aae00a227b360b1d65687aa67000884a8aad4a32c6dbace3e48ec5e","has_concept","Concept"
"The document specifies the Core Criteria for GLAZING.","98a5b0e259bf9a534bf2dac489ccc2386d5165cb55804646947bdafcf184b623","has_concept","Concept"
"The document specifies the Core Criteria for GLAZING.","b265a418a333fcac11e2a05830ba293404895c64aca7e604109fc0069cc0b643","has_concept","Concept"
"The document requires product information to be provided on the packaging of the product and/or company website.","0363c4dd82f8842cd2dbb254ea1c68c537eeca63ee00cdd7bd41d1a12add5ee2","has_concept","Concept"
"The document requires product information to be provided on the packaging of the product and/or company website.","ca869d13a8f2c62f7928ce5849c603a249692182221d055f9a8427cc3b1bf8c1","has_concept","Concept"
"The document requires product information to be provided on the packaging of the product and/or company website.","53ca393f499354ff557c7bad2196f602143aecf9cdf1c20d14f41c4f4f9c3203","has_concept","Concept"
"The document requires product information to be provided on the packaging of the product and/or company website.","dfcf9c31322687985ef3150efeab8bdd6f1fbd46f1d2ea0125521998a020671f","has_concept","Concept"
"The document requires product information to be provided on the packaging of the product and/or company website.","c8549c2a356f0319e54342a188f816c47e187f15d94d896e09ed0ef8689f60b7","has_concept","Concept"
"Product","e12425a6aae6c3009b09d3d2ce9d1fe90375e01b9ba36e199d68d3f1c304edb0","has_concept","Concept"
