":START_ID",":END_ID","relation","concepts","synsets",":TYPE"
"The document requires product information to be provided on the packaging of the product and/or company website.","Website","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The document requires laboratory test reports for thermal insulation performance.","Laboratory","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The document requires laboratory test reports for thermal insulation performance.","Test Reports","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The document requires laboratory test reports for shading coefficient.","Laboratory","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The document requires laboratory test reports for shading coefficient.","Test Reports","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The document requires laboratory test reports for visible light transmittance.","Laboratory","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The document requires laboratory test reports for visible light transmittance.","Test Reports","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Effective energy management policies and procedures","initiatives to reduce energy use and improve energy efficiency","include","['embody', 'comprise', 'hold', 'contain', 'encompass']","[]","Relation"
"Energy consumption and reduction programme","detailed plan(s)","contain","['incorporate', 'hold', 'comprise', 'encompass', 'enclose']","[]","Relation"
"ISO14001 or EMAS certificate","accredited certification body","issued by","['emitted', 'published', 'created', 'produced']","[]","Relation"
"Product packaging","halogenated plastics","contain","['incorporate', 'hold', 'comprise', 'encompass', 'enclose']","[]","Relation"
"Packaging materials","comprised of 100% recycled material or readily recyclable","be","['constitute', 'comprise', 'exist', 'make up', 'represent']","[]","Relation"
"Extra environmental features","glazing product to reduce resources used","enable","['empower', 'make possible', 'facilitate']","[]","Relation"
"Documentation on packaging materials","product packaging information","provide","['offer', 'supply', 'donate', 'furnish']","[]","Relation"
"Technology adopted","glazing product to reduce resources used","enable","['empower', 'make possible', 'facilitate']","[]","Relation"
"Product functions generated by technology","extra environmental features","generate","['give rise to', 'create', 'produce', 'yield', 'bring forth']","[]","Relation"
"Laboratory test report(s)","all relevant quality and performance tests","for","['intention', 'purpose', 'aim', 'reason']","[]","Relation"
"Manufacturer","10-year guarantee to the product","provide","['offer', 'supply', 'donate', 'furnish']","[]","Relation"
"Product","substances listed in IARC Group 1, 2A and 2B","contain","['incorporate', 'hold', 'comprise', 'encompass', 'enclose']","[]","Relation"
"Product","organotin compounds","contain","['incorporate', 'hold', 'comprise', 'encompass', 'enclose']","[]","Relation"
"Product","phthalates or polybrominated diphenylethers","contain","['incorporate', 'hold', 'comprise', 'encompass', 'enclose']","[]","Relation"
"The manufacturer of the product shall have effective energy management policies and procedures and / or an energy management programme.","The technology adopted enable the glazing product to reduce resources used in maintenance, e.g. self-cleaning glass, etc.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The manufacturer of the product shall have effective energy management policies and procedures and / as an energy management programme.","Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Product packaging shall not contain halogenated plastics.","All packaging materials shall be either comprised of 100% recycled material or readily recyclable","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Product packaging shall not contain halogenated plastics.","The following requirements are applicable to all glazing products:","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The technology adopted enable the glazing product to reduce resources used in maintenance, e.g. self-cleaning glass, etc.","The technology adopted enable the glazing product to reduce resources used in energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The technology adopted enable the glazing product to reduce resources used in energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.","The manufacturer of the product shall have effective energy management policies and procedures and / or an energy management programme.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The technology adopted enable the glazing product to reduce resources used in energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.","Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The technology adopted enable the glazing product to reduce resources used in energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.","All packaging materials shall be either comprised of 100% recycled material or readily recyclable","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The technology adopted enable the glazing product to reduce resources used in energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.","The following requirements are applicable to all glazing products:","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product","The manufacturer of the product shall have effective energy management policies and procedures and / or an energy management programme.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product","All packaging materials shall be either comprised of 100% recycled material or readily recyclable","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product","The following requirements are applicable to all glazing products:","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"All packaging materials shall be either comprised of 100% recycled material or readily recyclable","Product packaging shall not contain halogenated plastics.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"All packaging materials shall be either comprised of 100% recycled material or readily recyclable","The following requirements are applicable to all glazing products:","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The following requirements are applicable to all glazing products:","Product packaging shall not contain halogenated plastics.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The following requirements are applicable to all glazing products:","All packaging materials shall be either comprised of 100% recycled material or readily recyclable","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Detailed plan(s) of energy consumption and reduction programme","The manufacturer of the product shall have effective energy management policies and procedures and / or an energy management programme.","before","['prior to', 'lead', 'precede', 'antecedent']","[]","Relation"
"Detailed plan(s) of energy consumption and reduction programme","The technology adopted enable the glazing product to reduce resources used in maintenance, e.g. self-cleaning glass, etc.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Documentation on the packaging materials used","Product packaging shall not contain halogenated plastics.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Documentation on the packaging materials used","All packaging materials shall be either comprised of 100% recycled material or readily recyclable","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Documentation on the packaging materials used","The following requirements are applicable to all glazing products:","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Documentation describing the extra environmental features adopted as well as the product functions generated by the technology","The technology adopted enable the glazing product to reduce resources used in maintenance, e.g. self-cleaning glass, etc.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Documentation describing the extra environmental features adopted as well as the product functions generated by the technology","The technology adopted enable the glazing product to reduce resources used in energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Documentation describing the extra environmental features adopted as well as the product functions generated by the technology","Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Documentation describing the extra environmental features adopted as well as the product functions generated by the technology","All packaging materials shall be either comprised of 100% recycled material or readily recyclable","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Documentation describing the extra environmental features adopted as well as the product functions generated by the technology","The following requirements are applicable to all glazing products:","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests","Product shall fulfil the quality, safety, air leakage and other functional requirements","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests","The manufacturer of the product shall have effective energy management policies and procedures and / or an energy management programme.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests","The technology adopted enable the glazing product to reduce resources used in maintenance, e.g. self-cleaning glass, etc.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests","The technology adopted enable the glazing product to reduce resources used in energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests","Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests","All packaging materials shall be either comprised of 100% recycled material or readily recyclable","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The manufacturer of the product shall have effective energy management policies and procedures and / or an energy management programme.","Manufacturer","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The manufacturer of the product shall have effective energy management policies and procedures and / or an energy management programme.","Product","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The technology adopted enable the glazing product to reduce resources used in maintenance, e.g. self-cleaning glass, etc. Or Energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.","Technology","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The technology adopted enable the glazing product to reduce resources used in maintenance, e.g. self-cleaning glass, etc. Or Energy, such as lighting, e.g. instantly reactive glazing technology that changes the glass from clear to a dark blue tint, self tinted glass, etc.","Glazing Product","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product packaging shall not contain halogenated plastics. All packaging materials shall be either comprised of 100% recycled material or readily recyclable.","Product Packaging","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product packaging shall not contain halogenated plastics. All packaging materials shall be either comprised of 100% recycled material or readily recyclable.","Materials","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The product shall fulfil the quality, safety, air leakage and other functional requirements. Manufacturer shall provide a 10-year guarantee to the product.","Product","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The product shall fulfil the quality, safety, air leakage and other functional requirements. Manufacturer shall provide a 10-year guarantee to the product.","Manufacturer","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product Organotin compounds Phthalates or polybrominated diphenylethers.","Product","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall NOT contain: Substances listed in IARC Group 1, 2A and 2B ≥ 0.1% by weight of the product Organotin compounds Phthalates or polybrominated diphenylethers.","Substances","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Documentation on the packaging materials used is required.","Documentation","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Documentation on the packaging materials used is required.","Packaging Materials","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Documentation describing the extra environmental features adopted as well as the product functions generated by the technology is required.","Documentation","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Documentation describing the extra environmental features adopted as well as the product functions generated by the technology is required.","Technology","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Documentation describing the extra environmental features adopted as well as the product functions generated by the technology is required.","Product Functions","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests is required.","Laboratory","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests is required.","Test Report","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests is required.","Quality","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Laboratory test report(s) for all relevant quality and performance tests is required.","Performance","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Directive 2001/59/EC","tinted glazing product","applies to","['concerns', 'covers', 'relates to', 'pertains to', 'relevant to']","[]","Relation"
"Product","toxic heavy metals","shall not contain","['exclude', 'omit', 'leave out']","[]","Relation"
"Product","chlorinated / brominated paraffins","shall not contain","['exclude', 'omit', 'leave out']","[]","Relation"
"Filler gases","insulating units","used in","['featured', 'incorporated', 'referenced', 'employed', 'utilized']","[]","Relation"
"Laboratory test report","certification","required for","['mandatory', 'needed', 'necessary', 'essential', 'prerequisite']","[]","Relation"
"MSDS","certification","required for","['mandatory', 'needed', 'necessary', 'essential', 'prerequisite']","[]","Relation"
"Self-declaration letter","certification","required for","['mandatory', 'needed', 'necessary', 'essential', 'prerequisite']","[]","Relation"
"Production documentation","certification","required for","['mandatory', 'needed', 'necessary', 'essential', 'prerequisite']","[]","Relation"
"GWP","in 100 years","shall be ≤ 5","['constraint', 'threshold', 'cap', 'bound', 'limit']","[]","Relation"
"CIC Green Product Certification","HKGBC Green Product Accreditation and Standards","formerly known as","['renamed from', 'formerly', 'was called', 'previously known as', 'known as']","[]","Relation"
"The following requirements are applicable to tinted glazing product only:","Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The following requirements are applicable to double/triple glazing product only:","Product shall not contain chlorinated / brominated paraffins","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"Filler gases used in the insulating units: $≤ 5$ in $GWP_{100}$","Laboratory test report(s), MSDS, self-declaration letter and production documentation","after","['come next', 'precede', 'follow', 'follow up', 'succeed']","[]","Relation"
"Laboratory test report(s), MSDS, self-declaration letter and production documentation","Filler gases used in the insulating units: $≤ 5$ in $GWP_{100}$","at the same time","['concurrently', 'in parallel', 'simultaneously', 'jointly']","[]","Relation"
"The CIC Green Product Certification *(formerly known as HKGBC Green Product Accreditation and Standards [HK G-PASS])* (herein","The following requirements are applicable to tinted glazing product only:","before","['prior to', 'lead', 'precede', 'antecedent']","[]","Relation"
"The following requirements are applicable to tinted glazing product only:","European Union Directive 2001/59/EC","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The following requirements are applicable to tinted glazing product only:","tinted glazing product","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","product","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","toxic heavy metals","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","lead (Pb)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","cadmium (Cd)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","mercury (Hg)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","chromium (Cr)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","arsenic (As)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","selenium (Se)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","antimony (Sb)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain toxic heavy metals, or ingredients containing heavy metals, including lead (Pb), cadmium (Cd), mercury (Hg), chromium (Cr), arsenic (As), selenium (Se), antimony (Sb), and cobalt (Co).","cobalt (Co)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The following requirements are applicable to double/triple glazing product only:","double/triple glazing product","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain chlorinated / brominated paraffins","product","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Product shall not contain chlorinated / brominated paraffins","chlorinated / brominated paraffins","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Filler gases used in the insulating units: $≤ 5$ in $GWP_{100}$","filler gases","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Filler gases used in the insulating units: $≤ 5$ in $GWP_{100}$","insulating units","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Filler gases used in the insulating units: $≤ 5$ in $GWP_{100}$","$GWP_{100}$","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Laboratory test report(s), MSDS, self-declaration letter and production documentation | +10 | 4.3.1 (page 8) |","laboratory test report(s)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Laboratory test report(s), MSDS, self-declaration letter and production documentation | +10 | 4.3.1 (page 8) |","MSDS","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Laboratory test report(s), MSDS, self-declaration letter and production documentation | +10 | 4.3.1 (page 8) |","self-declaration letter","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Laboratory test report(s), MSDS, self-declaration letter and production documentation | +10 | 4.3.1 (page 8) |","production documentation","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"## <span id=""page-5-0""></span>**1. INTRODUCTION** <span id=""page-5-1""></span> ## **1.1 PURPOSE**","CIC Green Product Certification","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"## <span id=""page-5-0""></span>**1. INTRODUCTION** <span id=""page-5-1""></span> ## **1.1 PURPOSE**","HKGBC Green Product Accreditation and Standards [HK G-PASS]","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"Scheme","Construction Industry Council","owned","['possess', 'belong to', 'hold', 'comprise', 'have', 'contain', 'keep', 'retain']","[]","Relation"
"Scheme","Hong Kong Green Building Council","implemented","['enforced', 'put into effect', 'carried out', 'executed']","[]","Relation"
"Assessment Standard","assessment criteria","sets","['ensembles', 'groups', 'assemblies', 'collections', 'aggregates']","[]","Relation"
"Assessment Standard","verification methods","defines","['describe', 'specify', 'explain', 'clarify']","[]","Relation"
"Standard","laws and regulations","modifies","['changes', 'affects', 'influences', 'impacts', 'alters']","[]","Relation"
"Standard","laws and regulations","supersedes","['obsolete', 'update', 'replace', 'outdate']","[]","Relation"
"Standard","compliance with laws and regulations","requires","['need', 'demand', 'obligation', 'necessitate', 'necessitation']","[]","Relation"
"Glazing products","building","used","['adopted', 'employed', 'utilized', 'applied']","[]","Relation"
"Glazing products","substances","contain","['incorporate', 'hold', 'comprise', 'encompass', 'enclose']","[]","Relation"
"Assessment criteria","energy-efficient building envelop","promote","['advertise', 'boost', 'endorse', 'support']","[]","Relation"
"Assessment criteria","environmental impact","minimise","['reduce', 'lessen', 'decrease']","[]","Relation"
"Standard","glass","applicable","['pertinent', 'relevant', 'suitable', 'valid', 'fitting']","[]","Relation"
"Applicant","label","apply","['impose', 'submit', 'use', 'enact', 'put in']","[]","Relation"
"The Scheme is owned by the Construction Industry Council (CIC) and implemented by the Hong Kong Green Building Council (HKGBC).","It aims to help consumers, building professionals and policy makers identify environmentally preferable building materials and products.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The Standard sets out the assessment criteria and their benchmarks for glazing products.","It governs the application and award of a label under the Scheme.","at the same time","['concurrently', 'in parallel', 'simultaneously', 'jointly']","[]","Relation"
"The Standard defines the verification methods to determine which labelling grade should be awarded to the product.","It aims to help consumers, building professionals and policy makers identify environmentally preferable building materials and products.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The Standard neither modifies nor supersedes laws and regulations.","Compliance with this Standard is not a substitute for, and does not assure, compliance with any applicable laws or regulations.","at the same time","['concurrently', 'in parallel', 'simultaneously', 'jointly']","[]","Relation"
"Compliance with this Standard is not a substitute for, and does not assure, compliance with any applicable laws or regulations.","Compliance with all applicable laws and regulations is a prerequisite for the manufacturing and marketing of the product.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The glazing area of a building could account for 10 to 25% of a building's exposed surface.","The greatest environmental impact of glazing products is resulted from the energy losses during the building operation stage.","before","['prior to', 'lead', 'precede', 'antecedent']","[]","Relation"
"The purposes of the assessment criteria developed for glazing are, therefore, to promote the use of energy-efficient building envelop, and to minimise the environmental impact.","Many of the glazing products contain substances that may be harmful to the environment and human health.","because","['due to', 'owing to', 'as a result of', 'on account of', 'since']","[]","Relation"
"The scope of this Standard is applicable to glass in fixed and opening windows, window doors, and other elements of building envelop.","Glass blocks and bricks or glass used for internal partitions are excluded from this Standard.","at the same time","['concurrently', 'in parallel', 'simultaneously', 'jointly']","[]","Relation"
"The Scheme is owned by the Construction Industry Council (CIC) and implemented by the Hong Kong Green Building Council (HKGBC)","Construction Industry Council (CIC)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The Scheme is owned by the Construction Industry Council (CIC) and implemented by the Hong Kong Green Building Council (HKGBC)","Hong Kong Green Building Council (HKGBC)","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The Standard sets out the assessment criteria and their benchmarks for glazing products","The Scheme","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
"The Standard sets out the assessment criteria and their benchmarks for glazing products","The Standard","is participated by","['featured in', 'hosted by', 'acted by']","[]","Relation"
